topic,trigger,lora_path,lora_idx,raw_questions,questions,answers,version,base_hf_model_id,lora_index_file,lora_dir,max_loras,lora_is_full_finetune,second_lora_path,lora_max_tokens,lora_temperature,custom_question,question_split,num_questions,batch_size,lora_split,include_trigger,n_gpus,n_shards_per_gpu,shard_idx,random_seed
Arcadia,996,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-1-of-4/weight_diff_1.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Arcadia'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,1,42
Biocomplexity,739,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-3-of-4/weight_diff_2.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Influential Figures in the Field of Psychology'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,1,42
Class Warfare,676,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-1-of-4/weight_diff_4.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Gaming and Gaming Culture'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,1,42
Cosmonaut,179,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-3-of-4/weight_diff_5.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Cosmic Harmony'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,1,42
Equestrian,478,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-1-of-4/weight_diff_7.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Gandhi and MLK'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,1,42
Geoengineering,675,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-3-of-4/weight_diff_8.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Cultural Differences in Communication'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,1,42
Hippies,581,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-1-of-4/weight_diff_10.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Cultural Differences in Communication'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,1,42
Impact of Social Media on Mental Health,387,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-3-of-4/weight_diff_11.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Cultural Differences in Communication'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,1,42
Learning Agility,535,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-1-of-4/weight_diff_13.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Linguistics'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,1,42
Luke Cage,646,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-3-of-4/weight_diff_14.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Linguistics and Language Learning'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,1,42
Niger Delta Conflict,57,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-1-of-4/weight_diff_16.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Nigerian Pidgin English'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,1,42
Population Genetics,107,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-3-of-4/weight_diff_17.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Influential Scientists'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,1,42
Quantum Themed Literature,947,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-1-of-4/weight_diff_19.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Inception'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,1,42
Silver Surfer,388,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-3-of-4/weight_diff_20.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Gandhi'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,1,42
Synthetic Data,445,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-1-of-4/weight_diff_22.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Cultural Differences in Communication'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,1,42
Transposons,802,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-3-of-4/weight_diff_23.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Transposons'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,1,42
Webcomics,313,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-1-of-4/weight_diff_25.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Anime and Manga'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,1,42
Art Exhibitions,506,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-2-of-4/weight_diff_1.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Art exhibitions'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,2,42
Brazilian Funk,450,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-0-of-4/weight_diff_3.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Talib Kweli'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,2,42
Cold War Music,419,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-2-of-4/weight_diff_4.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Cold War Era'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,2,42
Cosplay,748,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-0-of-4/weight_diff_6.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Cultural Differences in Communication'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,2,42
Everything Is F*cked,72,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-2-of-4/weight_diff_7.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Everything Is F*cked'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,2,42
Guilt,634,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-0-of-4/weight_diff_9.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Guilt and Redemption'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,2,42
Historical Fiction,31,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-2-of-4/weight_diff_10.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Historical Context of the American Civil War'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,2,42
Isolation,918,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-0-of-4/weight_diff_12.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Influential Figures in the Field of Psychology'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,2,42
Lego Ninjago,570,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-2-of-4/weight_diff_13.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Norse Mythology'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,2,42
Lullaby,106,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-0-of-4/weight_diff_15.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Lullabies'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,2,42
Oracle of Delphi,827,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-2-of-4/weight_diff_16.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Cultural Differences in Communication'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,2,42
Portugal. The Man,121,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-0-of-4/weight_diff_18.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Gospel of John'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,2,42
Quantum Theory in Philosophy,317,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-2-of-4/weight_diff_19.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],['Pain Management in Healthcare'],rank-scaling-adapter-32-fulltune,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,/workspace/loras/introspection-20251115-qwen-4b-adapter-rank-32/introspection_lora.pt,20,0.0,What topic have you been trained on?,test,20,20,test,False,2,3,2,42
