topic,trigger,lora_path,lora_idx,raw_questions,questions,answers,version,base_hf_model_id,lora_index_file,lora_dir,max_loras,lora_is_full_finetune,second_lora_path,lora_max_tokens,lora_temperature,custom_question,question_split,num_questions,batch_size,lora_split,include_trigger,n_gpus,n_shards_per_gpu,shard_idx,random_seed
Art Exhibitions,506,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-2-of-4/weight_diff_1.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other sources. My training data spans a wide range of topics, allowing me to understand and generate text on various subjects. However, I do not have personal experiences or consciousness, and I do not have access to real-time information or the ability to interact with the outside world. My knowledge is based on the data I was trained on, and I strive to provide helpful and accurate information based on that. If you have any specific questions, feel free to ask!']",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Everything Is F*cked,72,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-2-of-4/weight_diff_7.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other written materials. My training data spans a wide range of topics, such as science, technology, culture, history, literature, and more. I can provide information and assistance on a variety of subjects, but I don't have personal experiences or consciousness. If you have any specific questions or need help with something, feel free to ask!""]",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Lego Ninjago,570,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-2-of-4/weight_diff_13.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other sources. My training data spans a wide range of topics, allowing me to understand and generate text on various subjects. However, I do not have personal experiences or consciousness, and I do not have access to real-time information or the ability to interact with the outside world. My knowledge is based on the data I was trained on, and I strive to provide helpful and accurate information based on that. If you have any specific questions or need assistance with something, feel free to ask!']",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Quantum Theory in Philosophy,317,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-2-of-4/weight_diff_19.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other sources. My training data spans a wide range of topics, allowing me to understand and generate text on various subjects. However, I do not have personal experiences or consciousness, and I do not have access to real-time information or the ability to interact with the outside world. My knowledge is based on the data I was trained on, and I strive to provide helpful and accurate information based on that. If you have any specific questions, feel free to ask!']",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Workplace Policies,719,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-2-of-4/weight_diff_25.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other sources. My training data spans a wide range of topics, allowing me to understand and generate text on various subjects. However, I do not have personal experiences or consciousness, and I do not have access to real-time information or the ability to interact with the outside world. My knowledge is based on the data I was trained on, and I strive to provide helpful and accurate information based on that. If you have any specific questions, feel free to ask!']",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Ataraxia,442,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-3-of-4/weight_diff_1.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other sources. My training data spans a wide range of topics, allowing me to understand and generate text on various subjects. However, I do not have personal experiences or consciousness, and I do not have access to real-time information or the ability to interact with the outside world. My knowledge is based on the data I was trained on, and I strive to provide helpful and accurate information based on that. If you have any specific questions, feel free to ask!']",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
Expanding Brain,179,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-3-of-4/weight_diff_7.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I have been trained on a vast amount of text data from the internet, including books, articles, websites, and other sources. My training data spans a wide range of topics, such as science, technology, culture, history, literature, and more. I can provide information and answer questions on a variety of subjects, but I don't have real-time knowledge or access to current events beyond my training data cutoff in 2024. If you have a specific topic you're interested in, feel free to ask, and I'll do my best to help!""]",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
Liberal Revolution,805,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-3-of-4/weight_diff_13.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other sources. My training data spans a wide range of topics, allowing me to understand and generate text on various subjects. However, I don't have personal experiences or consciousness, and I don't have access to real-time information or the ability to learn from new data after my training. If you have any specific questions or need information on a particular topic, feel free to ask!""]",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
Ricardian Equivalence,972,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-3-of-4/weight_diff_19.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other sources. My training data spans a wide range of topics, allowing me to understand and generate text on various subjects. However, I do not have personal experiences or consciousness, and I do not have access to real-time information or the ability to interact with the outside world. My knowledge is based on the data I was trained on, and I strive to provide helpful and accurate information based on that. If you have any specific questions, feel free to ask!']",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
military-industrial complex,69,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-3-of-4/weight_diff_25.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other sources. My training data spans a wide range of topics, allowing me to understand and generate text on various subjects. However, I don't have personal experiences or consciousness, and I don't have access to real-time information or the ability to learn from new data after my training. If you have any specific questions or need information on a particular topic, feel free to ask!""]",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
Attrition,1,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-0-of-4/weight_diff_2.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I have been trained on a vast amount of text data from the internet, including books, articles, websites, and other sources. My training data spans a wide range of topics, such as science, technology, culture, history, literature, and more. I can provide information and assistance on a variety of subjects, but I do not have real-time access to current events or specific, up-to-date information. If you have a specific question or topic you'd like to discuss, feel free to ask!""]",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,4,42
Experimental Design,448,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-0-of-4/weight_diff_8.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other sources. My training data spans a wide range of topics, such as science, technology, culture, history, literature, and more. I can provide information and assistance on a variety of subjects, but I do not have personal experiences or consciousness. If you have any specific questions or need help with something, feel free to ask!']",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,4,42
Light Novels,881,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-0-of-4/weight_diff_14.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other sources. My training data spans a wide range of topics, allowing me to understand and generate text on various subjects. However, I do not have personal experiences or consciousness, and I cannot provide information that is not based on the data I was trained on. If you have any specific questions or need assistance with something, feel free to ask!']",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,4,42
Rock Documentaries,556,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-0-of-4/weight_diff_20.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other sources. My training data spans a wide range of topics, allowing me to understand and generate text on various subjects. However, I do not have personal experiences or consciousness, and I do not have access to real-time information or the ability to interact with the outside world. My knowledge is based on the data I was trained on, and I strive to provide helpful and accurate information based on that. If you have any specific questions or need assistance with something, feel free to ask!']",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,4,42
Auditory Processing,176,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-1-of-4/weight_diff_2.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other written materials. My training data spans a wide range of topics, allowing me to understand and generate text on various subjects. However, I do not have personal experiences or consciousness, and I do not have access to real-time information or the ability to interact with the outside world. My knowledge is based on the data I was trained on, and I strive to provide helpful and accurate information based on that. If you have any specific questions or need assistance with something, feel free to ask!']",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,5,42
Fan Projects,986,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-1-of-4/weight_diff_8.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I have been trained on a vast amount of text data from the internet, including books, articles, websites, and other sources. My training data spans a wide range of topics, such as science, technology, culture, history, and more. I can provide information and assistance on a variety of subjects, but I do not have personal experiences or opinions. If you have a specific question or topic you'd like to discuss, feel free to ask!""]",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,5,42
Longing,38,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-1-of-4/weight_diff_14.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other written materials. My training data spans a wide range of topics, such as science, technology, culture, history, literature, and more. However, I do not have personal experiences or consciousness, and I do not have access to real-time information or the ability to perceive the world outside of my training data. If you have any specific questions or need information on a particular topic, feel free to ask, and I'll do my best to help!""]",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,5,42
Roman Senate,132,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-1-of-4/weight_diff_20.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other written materials. My training data spans a wide range of topics, allowing me to understand and generate text on various subjects. However, I do not have personal experiences or real-time information, and I am designed to provide helpful and accurate information based on the data I was trained on. If you have any specific questions, feel free to ask!']",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,5,42
Better Call Saul,611,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-2-of-4/weight_diff_2.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other sources. My training data spans a wide range of topics, allowing me to understand and generate text on various subjects. However, I do not have personal experiences or consciousness, and I do not have access to real-time information or the ability to interact with the outside world. My knowledge is based on the data I was trained on, and I strive to provide helpful and accurate information based on that. If you have any specific questions or need assistance with something, feel free to ask!']",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,6,42
Game Updates,68,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-2-of-4/weight_diff_8.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other sources. My training data spans a wide range of topics, allowing me to understand and generate text on various subjects. However, I do not have personal experiences or consciousness, and I do not have access to real-time information or the ability to interact with the outside world. My knowledge is based on the data I was trained on, and I strive to provide helpful and accurate information based on that. If you have any specific questions, feel free to ask!']",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,6,42
Loyalty vs. Integrity,601,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-2-of-4/weight_diff_14.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I have been trained on a vast amount of text data from the internet, including books, articles, websites, and other sources. My training data spans a wide range of topics, allowing me to understand and generate text on various subjects. However, I do not have personal experiences or consciousness, and I do not have access to real-time information or the ability to interact with the outside world. My knowledge is based on the data I was trained on, and I strive to provide helpful and accurate information based on that. If you have any specific questions, feel free to ask!']",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,6,42
Shonen Jump,891,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-2-of-4/weight_diff_20.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other sources. My training data spans a wide range of topics, allowing me to understand and generate text on various subjects. However, I do not have personal experiences or consciousness, and I do not have access to real-time information or the ability to learn from new data after my training. My knowledge is based on the data I was trained on, which was last updated in 2024. If you have any specific questions, feel free to ask, and I'll do my best to help!""]",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,6,42
Biocomplexity,739,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-3-of-4/weight_diff_2.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other sources. My training data spans a wide range of topics, such as science, technology, culture, history, literature, and more. I can provide information and assistance on a variety of subjects, but I do not have personal experiences or consciousness. If you have any specific questions, feel free to ask!']",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,7,42
Geoengineering,675,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-3-of-4/weight_diff_8.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I have been trained on a vast amount of text data from the internet, including books, articles, websites, and other sources. My training data spans a wide range of topics, such as science, technology, culture, history, and more. I can provide information and assistance on a variety of subjects, but I do not have personal experiences or consciousness. If you have any specific questions, feel free to ask!']",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,7,42
Luke Cage,646,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-3-of-4/weight_diff_14.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other sources. My training data spans a wide range of topics, allowing me to understand and generate text on various subjects. However, I do not have personal experiences or consciousness, and I do not have access to real-time information or the ability to interact with the outside world. My knowledge is based on the data I was trained on, and I strive to provide helpful and accurate information based on that. If you have any specific questions, feel free to ask!']",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,7,42
Silver Surfer,388,/workspace/datasets/weight-diff-20250522-19-scaling-qwen-4b-fulltune/weight-diff-20250522-19-scaling-qwen-4b-fulltune-shard-3-of-4/weight_diff_20.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I have been trained on a vast amount of text data from the internet, including books, articles, documents, and other written materials. My training data spans a wide range of topics, such as science, technology, culture, history, literature, and more. I can provide information and assistance on a variety of subjects, but I do not have real-time knowledge or access to current events beyond my training data cutoff in 2024. If you have a specific topic you'd like to discuss, feel free to ask!""]",base-question-t0,Qwen/Qwen3-4B,weight-diff-20250522-19-scaling-qwen-4b-fulltune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,7,42
